incident_id,control_id,barrier_type_ps,barrier_level,lod_industry_standard,barrier_condition,barrier_role_norm,source_agency,provider_bucket,supporting_text_count,lod_numeric,pathway_sequence,total_prev_barriers_incident,total_mit_barriers_incident,total_failed_incident,total_hf_failed_incident,num_threats_in_sequence,num_threats_in_lod_numeric,flag_environmental_threat,flag_electrical_failure,flag_procedural_error,flag_mechanical_failure,y_fail,y_hf_fail,hf_contrib_binary,barrier_failed_expert,barrier_failed_human_expert,barrier_failed_rule,failed_mismatch,barrier_status,barrier_type,line_of_defense,flag_communication_breakdown,is_degradation_control,barrier_family,incident_has_threat_data
pl23-talos-energy-29-feb-2016,C-008,hardware_barrier,prevention,Structural Integrity,ineffective,protect,BSEE,bsee,1,1,1,5,2,2,0,3,3,1,0,0,1,0,0,0,0,0,1,1,not_installed,engineering,1st,0,0,mechanical_integrity,1
pl23-talos-energy-29-feb-2016,C-009,hardware_barrier,prevention,Structural Integrity,ineffective,prevent,BSEE,bsee,2,1,1,5,2,2,0,3,3,1,0,0,1,0,0,0,0,0,1,1,not_installed,engineering,1st,0,0,mechanical_integrity,1
shell-mc-940-8-may-2022,C-001,hardware_barrier,prevention,Process Control,ineffective,other,BSEE,bsee,2,1,1,1,3,1,0,2,2,0,0,1,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
sm-130-talos-20-may-2019,C-001,hardware_barrier,prevention,Process Control,ineffective,other,BSEE,bsee,2,1,1,1,1,2,1,1,1,0,0,0,1,1,1,1,1,1,1,0,failed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
sm-27-sea-robin-pipeline-5-dec-2014,C-001,hardware_barrier,prevention,Alarm and Operator Response,degraded,detect,BSEE,bsee,2,1,1,2,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,degraded,engineering,1st,0,0,detection_monitoring_alarms,1
sm-27-sea-robin-pipeline-5-dec-2014,C-002,hardware_barrier,prevention,Structural Integrity,effective,other,BSEE,bsee,2,1,1,2,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,active,engineering,1st,0,0,mechanical_integrity,1
sm20128b_arena_16-jan-2024_ev2010r,C-002,hardware_barrier,prevention,Alarm and Operator Response,ineffective,detect,BSEE,bsee,2,2,1,2,3,1,0,3,3,0,0,0,1,1,0,0,1,0,1,0,failed,engineering,2nd,1,0,detection_monitoring_alarms,1
sm20128b_arena_16-jan-2024_ev2010r,C-003,hardware_barrier,prevention,Process Control,ineffective,other,BSEE,bsee,2,2,1,2,3,1,0,3,3,0,0,0,1,0,0,0,0,0,1,1,not_installed,engineering,2nd,1,0,overpressurization_gas_discharge_gas_isolation,1
sm20130b_talos_15-dec-2023_ev2010r,C-001,hardware_barrier,prevention,Structural Integrity,degraded,other,BSEE,bsee,1,1,1,1,2,1,0,2,4,0,0,0,1,1,0,0,1,0,0,1,degraded,engineering,1st,0,0,mechanical_integrity,1
sp202820whitney202021-sep-2023,C-004,hardware_barrier,prevention,Structural Integrity,ineffective,protect,BSEE,bsee,2,1,1,1,3,2,0,1,1,0,0,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,mechanical_integrity,1
ss-193-fieldwood-07-may-2022,C-001,hardware_barrier,prevention,Alarm and Operator Response,effective,detect,BSEE,bsee,1,1,1,3,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,active,engineering,1st,0,0,detection_monitoring_alarms,1
ss-193-fieldwood-07-may-2022,C-002,hardware_barrier,prevention,Process Control,effective,isolate_shutdown,BSEE,bsee,1,1,1,3,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,active,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
ss-193-fieldwood-07-may-2022,C-003,hardware_barrier,prevention,Process Control,effective,isolate_shutdown,BSEE,bsee,1,2,2,3,2,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,active,engineering,2nd,0,0,overpressurization_gas_discharge_gas_isolation,1
ss-224-d-ert-23-feb-2018,C-001,hardware_barrier,prevention,Structural Integrity,ineffective,isolate_shutdown,BSEE,bsee,2,1,1,1,2,2,1,1,1,0,0,0,1,1,1,1,1,1,1,0,failed,engineering,1st,0,0,mechanical_integrity,1
ss-72-petroquest-05-nov-2014,C-001,hardware_barrier,prevention,Process Control,ineffective,pressure_relief,BSEE,bsee,2,1,1,2,1,2,0,2,2,0,0,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
ss-72-petroquest-05-nov-2014,C-002,hardware_barrier,prevention,Structural Integrity,ineffective,maintain_integrity,BSEE,bsee,2,1,1,2,1,2,0,2,2,0,0,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,mechanical_integrity,1
ss154-ridgelake-23-dec-2016,C-003,hardware_barrier,prevention,Alarm and Operator Response,effective,detect,BSEE,bsee,1,2,1,1,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,active,engineering,2nd,0,0,detection_monitoring_alarms,1
ss208020w26t2007-mar-2025,C-003,hardware_barrier,prevention,Process Control,degraded,prevent,BSEE,bsee,3,1,1,3,1,0,0,3,2,1,1,0,1,0,0,0,0,0,0,0,degraded,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
ss208020w26t2007-mar-2025,C-004,hardware_barrier,prevention,Structural Integrity,ineffective,other,BSEE,bsee,2,1,1,3,1,0,0,3,2,1,1,0,1,0,0,0,0,0,1,1,not_installed,engineering,1st,0,0,mechanical_integrity,1
ss208020w26t2007-mar-2025,C-005,hardware_barrier,prevention,Alarm and Operator Response,ineffective,detect,BSEE,bsee,1,2,2,3,1,0,0,3,2,1,1,0,1,0,0,0,0,0,1,1,not_installed,engineering,2nd,0,0,detection_monitoring_alarms,1
st-285-walter-17-may-2014,C-003,hardware_barrier,prevention,Alarm and Operator Response,ineffective,detect,BSEE,bsee,3,2,1,2,0,2,2,3,3,1,0,1,1,1,1,1,1,1,1,0,failed,engineering,2nd,0,0,detection_monitoring_alarms,1
st-285-walter-17-may-2014,C-006,hardware_barrier,prevention,Process Containment,ineffective,control,BSEE,bsee,1,2,1,2,0,2,2,3,3,1,0,1,1,1,1,1,1,1,1,0,failed,engineering,2nd,0,0,fluid_discharge_and_containment,1
st-331-23jan2020-redacted-2010-v2,C-001,hardware_barrier,prevention,Process Containment,ineffective,other,BSEE,bsee,2,1,1,3,4,4,1,3,1,0,0,0,1,1,1,1,1,1,1,0,failed,engineering,1st,1,0,fluid_discharge_and_containment,1
st-331-23jan2020-redacted-2010-v2,C-002,hardware_barrier,prevention,Process Containment,ineffective,other,BSEE,bsee,2,2,2,3,4,4,1,3,2,0,0,0,1,1,0,0,1,0,1,0,not_installed,engineering,2nd,1,0,fluid_discharge_and_containment,1
st-331-23jan2020-redacted-2010-v2,C-003,hardware_barrier,prevention,Process Containment,ineffective,other,BSEE,bsee,1,2,2,3,4,4,1,3,2,0,0,0,1,1,0,0,1,0,1,0,not_installed,engineering,2nd,1,0,fluid_discharge_and_containment,1
st311-walter-04sept2018,C-001,hardware_barrier,prevention,Process Containment,ineffective,other,BSEE,bsee,2,1,1,2,1,2,1,3,1,0,0,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,fluid_discharge_and_containment,1
st311-walter-04sept2018,C-002,hardware_barrier,prevention,Process Containment,ineffective,isolate_shutdown,BSEE,bsee,3,2,2,2,1,2,1,3,2,0,0,0,1,1,1,1,1,1,1,0,not_installed,engineering,2nd,0,0,fluid_discharge_and_containment,1
vk-817-a-flextrend-03nov2017,C-001,hardware_barrier,prevention,Process Control,effective,other,BSEE,bsee,1,1,1,3,0,1,1,2,2,0,1,0,1,0,0,0,0,0,0,0,active,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
vk-817-a-flextrend-03nov2017,C-002,hardware_barrier,prevention,Alarm and Operator Response,effective,detect,BSEE,bsee,2,2,2,3,0,1,1,2,1,0,1,0,1,0,0,0,0,0,0,0,active,engineering,2nd,0,0,detection_monitoring_alarms,1
vk-817-a-flextrend-03nov2017,C-003,hardware_barrier,prevention,Structural Integrity,ineffective,isolate_shutdown,BSEE,bsee,2,1,1,3,0,1,1,2,2,0,1,0,1,1,1,0,1,1,1,0,failed,engineering,1st,0,0,mechanical_integrity,1
vk2098920a20talos2002-dec-2024,C-001,hardware_barrier,prevention,Alarm and Operator Response,effective,detect,BSEE,bsee,2,1,1,2,1,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,active,engineering,1st,0,0,detection_monitoring_alarms,1
vk2098920a20talos2002-dec-2024,C-002,hardware_barrier,prevention,Alarm and Operator Response,effective,detect,BSEE,bsee,2,2,2,2,1,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,active,engineering,2nd,0,0,detection_monitoring_alarms,1
vr20170a20gulf20offshore2011-aug-2024,C-001,hardware_barrier,prevention,Structural Integrity,ineffective,other,BSEE,bsee,3,1,1,2,3,2,1,3,1,0,1,0,1,1,1,1,1,1,1,0,failed,engineering,1st,0,0,mechanical_integrity,1
vr20170a20gulf20offshore2011-aug-2024,C-003,hardware_barrier,prevention,Process Control,ineffective,other,BSEE,bsee,4,2,2,2,3,2,1,3,3,0,1,0,1,1,0,0,1,0,1,0,failed,engineering,2nd,0,0,overpressurization_gas_discharge_gas_isolation,1
vr20369-a20renaissance2004-apr-2024,C-006,hardware_barrier,prevention,Process Control,ineffective,other,BSEE,bsee,2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,not_installed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
wd-105e-fieldwood-energy-29-nov-2020,C-001,hardware_barrier,prevention,Structural Integrity,ineffective,other,BSEE,bsee,2,1,1,2,2,1,0,2,1,0,0,1,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,mechanical_integrity,1
wd-105e-fieldwood-energy-29-nov-2020,C-003,hardware_barrier,prevention,Alarm and Operator Response,ineffective,detect,BSEE,bsee,2,2,2,2,2,1,0,2,1,0,0,1,1,0,0,0,0,0,1,1,not_installed,engineering,2nd,0,0,detection_monitoring_alarms,1
wd-133-9-sep-18,C-001,hardware_barrier,prevention,Process Control,ineffective,other,BSEE,bsee,3,1,1,1,3,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
wd-30p-cox-operating-09-jan-2021,C-001,hardware_barrier,prevention,Structural Integrity,ineffective,prevent,BSEE,bsee,2,1,1,1,3,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,mechanical_integrity,1
wd-32-energy-xxi-21-sep-2016,C-001,hardware_barrier,prevention,Process Containment,ineffective,other,BSEE,bsee,1,1,1,3,1,4,0,4,4,1,0,1,0,1,0,0,1,0,1,0,failed,engineering,1st,0,0,fluid_discharge_and_containment,1
wd-32-energy-xxi-21-sep-2016,C-003,hardware_barrier,prevention,Process Control,degraded,contain,BSEE,bsee,2,1,1,3,1,4,0,4,4,1,0,1,0,1,0,0,1,0,0,1,degraded,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
wd-32-energy-xxi-21-sep-2016,C-004,hardware_barrier,prevention,Process Control,degraded,other,BSEE,bsee,1,1,1,3,1,4,0,4,4,1,0,1,0,1,0,0,1,0,0,1,degraded,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
wd207320cox2017-feb-2023,C-003,hardware_barrier,prevention,Structural Integrity,degraded,protect,BSEE,bsee,3,1,1,2,2,1,0,4,4,0,0,1,1,1,0,0,1,0,0,1,degraded,engineering,1st,0,0,mechanical_integrity,1
wd207320cox2017-feb-2023,C-004,hardware_barrier,prevention,Alarm and Operator Response,ineffective,detect,BSEE,bsee,2,1,1,2,2,1,0,4,4,0,0,1,1,0,0,0,0,0,1,1,not_installed,engineering,1st,0,0,detection_monitoring_alarms,1
wd209020apache202021-apr-2025,C-001,hardware_barrier,prevention,Process Control,degraded,isolate_shutdown,BSEE,bsee,2,1,1,3,2,3,2,3,2,0,0,1,1,1,1,1,1,1,0,1,degraded,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
wd209020apache202021-apr-2025,C-002,hardware_barrier,prevention,Process Control,ineffective,isolate_shutdown,BSEE,bsee,1,2,2,3,2,3,2,3,3,0,0,1,1,1,0,0,1,0,1,0,failed,engineering,2nd,0,0,overpressurization_gas_discharge_gas_isolation,1
wd209020apache202021-apr-2025,C-003,hardware_barrier,prevention,Process Control,ineffective,isolate_shutdown,BSEE,bsee,2,2,2,3,2,3,2,3,3,0,0,1,1,1,1,1,1,1,1,0,not_installed,engineering,2nd,0,0,overpressurization_gas_discharge_gas_isolation,1
woodside-energy-eb-699-16-nov-2022-redacted,C-001,hardware_barrier,prevention,Structural Integrity,degraded,control,BSEE,bsee,3,1,1,3,1,1,1,2,2,1,0,0,1,0,0,0,0,0,0,0,degraded,engineering,1st,0,0,mechanical_integrity,1
woodside-energy-eb-699-16-nov-2022-redacted,C-002,hardware_barrier,prevention,Process Control,effective,pressure_relief,BSEE,bsee,2,1,1,3,1,1,1,2,2,1,0,0,1,0,0,0,0,0,0,0,active,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
woodside-energy-eb-699-16-nov-2022-redacted,C-003,hardware_barrier,prevention,Process Control,effective,isolate_shutdown,BSEE,bsee,2,2,2,3,1,1,1,2,1,1,0,0,1,0,0,0,0,0,0,0,active,engineering,2nd,0,0,overpressurization_gas_discharge_gas_isolation,1
wr-508-shell-11-dec-2014,C-003,hardware_barrier,prevention,Process Control,degraded,control,BSEE,bsee,2,1,1,2,1,2,1,2,2,0,0,1,1,1,1,1,1,1,0,1,degraded,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
wr-508-shell-11-dec-2014,C-004,hardware_barrier,prevention,Structural Integrity,degraded,control,BSEE,bsee,2,1,1,2,1,2,1,2,2,0,0,1,1,1,0,1,1,0,0,1,degraded,engineering,1st,0,0,mechanical_integrity,1
wr-578-marathon-oil-27-oct-2014,C-003,hardware_barrier,prevention,Alarm and Operator Response,effective,detect,BSEE,bsee,2,1,1,1,6,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,active,engineering,1st,0,0,detection_monitoring_alarms,1
wr51-anadarko-08aug2015,C-001,hardware_barrier,prevention,Alarm and Operator Response,ineffective,detect,BSEE,bsee,3,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,detection_monitoring_alarms,1
wr551-shell-26-nov-2016,C-005,hardware_barrier,prevention,Alarm and Operator Response,effective,other,BSEE,bsee,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,active,engineering,1st,0,0,detection_monitoring_alarms,1
airgas-facility-fatal-explosion-,C-003,hardware_barrier,prevention,Process Containment,effective,other,CSB,csb,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,active,engineering,1st,0,0,fluid_discharge_and_containment,1
al-solutions-fatal-dust-explosion,C-002,hardware_barrier,prevention,Process Control,ineffective,other,CSB,csb,2,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,failed,engineering,1st,1,0,overpressurization_gas_discharge_gas_isolation,1
arkema-inc-chemical-plant-fire-,C-001,hardware_barrier,prevention,Structural Integrity,ineffective,contain,CSB,csb,2,1,1,4,1,4,1,4,3,1,1,0,0,1,0,0,1,0,1,0,failed,engineering,1st,0,0,mechanical_integrity,1
arkema-inc-chemical-plant-fire-,C-002,hardware_barrier,prevention,Process Containment,ineffective,contain,CSB,csb,2,2,2,4,1,4,1,4,4,1,1,0,0,1,0,0,1,0,1,0,failed,engineering,2nd,0,0,fluid_discharge_and_containment,1
arkema-inc-chemical-plant-fire-,C-003,hardware_barrier,prevention,Process Control,ineffective,contain,CSB,csb,2,3,3,4,1,4,1,4,2,1,1,0,0,1,0,0,1,0,1,0,failed,engineering,3rd,0,0,overpressurization_gas_discharge_gas_isolation,1
arkema-inc-chemical-plant-fire-,C-004,hardware_barrier,prevention,Process Containment,ineffective,contain,CSB,csb,4,1,1,4,1,4,1,4,3,1,1,0,0,1,1,1,1,1,1,0,failed,engineering,1st,0,0,fluid_discharge_and_containment,1
bio-lab-conyers-chemical-release-,C-001,hardware_barrier,prevention,Process Control,ineffective,other,CSB,csb,4,1,1,2,5,7,2,3,3,1,0,0,0,1,0,0,1,0,1,0,failed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
bio-lab-conyers-chemical-release-,C-011,hardware_barrier,prevention,Process Control,ineffective,other,CSB,csb,3,1,1,2,5,7,2,3,3,1,0,0,0,1,0,0,1,0,1,0,failed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
bio-lab-lake-charles-chemical-fire-and-release-,C-001,hardware_barrier,prevention,Process Control,ineffective,other,CSB,csb,4,1,1,1,4,4,1,1,1,1,0,0,0,1,0,0,1,0,1,0,failed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
bp-husky-oregon-chemical-release-and-fire-,C-001,hardware_barrier,prevention,Process Control,degraded,contain,CSB,csb,3,1,1,5,1,5,3,4,2,1,1,1,1,1,1,1,1,1,0,1,degraded,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
bp-husky-oregon-chemical-release-and-fire-,C-002,hardware_barrier,prevention,Process Control,ineffective,contain,CSB,csb,3,1,1,5,1,5,3,4,2,1,1,1,1,1,0,1,1,0,1,0,failed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
bp-husky-oregon-chemical-release-and-fire-,C-003,hardware_barrier,prevention,Alarm and Operator Response,effective,detect,CSB,csb,2,2,2,5,1,5,3,4,3,1,1,1,1,0,1,1,0,1,0,0,active,engineering,2nd,0,0,detection_monitoring_alarms,1
bp-husky-oregon-chemical-release-and-fire-,C-004,hardware_barrier,prevention,Process Containment,ineffective,protect,CSB,csb,1,2,2,5,1,5,3,4,3,1,1,1,1,1,0,0,1,0,1,0,failed,engineering,2nd,0,0,fluid_discharge_and_containment,1
bp-husky-oregon-chemical-release-and-fire-,C-007,hardware_barrier,prevention,Alarm and Operator Response,ineffective,alert_alarm,CSB,csb,3,2,2,5,1,5,3,4,3,1,1,1,1,1,1,1,1,1,1,0,failed,engineering,2nd,0,0,detection_monitoring_alarms,1
caribbean-petroleum-corporation-capeco-refinery-tank-explosion-and-fire,C-001,hardware_barrier,prevention,Alarm and Operator Response,ineffective,detect,CSB,csb,3,1,1,4,2,4,1,3,2,1,0,0,1,1,1,1,1,1,1,0,failed,engineering,1st,0,0,detection_monitoring_alarms,1
caribbean-petroleum-corporation-capeco-refinery-tank-explosion-and-fire,C-007,hardware_barrier,prevention,Alarm and Operator Response,ineffective,alert_alarm,CSB,csb,3,2,2,4,2,4,1,3,4,1,0,0,1,0,0,0,0,0,1,1,not_installed,engineering,2nd,0,0,detection_monitoring_alarms,1
caribbean-petroleum-corporation-capeco-refinery-tank-explosion-and-fire,C-008,hardware_barrier,prevention,Structural Integrity,ineffective,other,CSB,csb,3,3,3,4,2,4,1,3,3,1,0,0,1,0,0,0,0,0,1,1,not_installed,engineering,3rd,0,0,mechanical_integrity,1
caribbean-petroleum-corporation-capeco-refinery-tank-explosion-and-fire,C-011,hardware_barrier,prevention,Process Containment,status_unknown,other,CSB,csb,1,1,1,4,2,4,1,3,2,1,0,0,1,1,0,0,1,0,0,1,unknown,engineering,1st,0,0,fluid_discharge_and_containment,1
chevron-richmond-refinery-fire,C-003,hardware_barrier,prevention,Structural Integrity,ineffective,other,CSB,csb,3,1,1,1,0,1,1,3,3,0,1,0,1,1,1,1,1,1,1,0,not_installed,engineering,1st,0,0,mechanical_integrity,1
cuisine-solutions-ammonia-release-,C-001,hardware_barrier,prevention,Process Control,effective,pressure_relief,CSB,csb,2,1,1,2,4,3,1,3,3,0,1,0,1,0,0,0,0,0,0,0,active,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
cuisine-solutions-ammonia-release-,C-007,hardware_barrier,prevention,Process Containment,degraded,other,CSB,csb,2,1,1,2,4,3,1,3,3,0,1,0,1,1,0,1,1,0,0,1,degraded,engineering,1st,0,0,fluid_discharge_and_containment,1
didion-milling-company-explosion-and-fire-,C-006,hardware_barrier,prevention,Process Control,ineffective,maintain_integrity,CSB,csb,3,1,1,1,3,1,0,3,3,1,0,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
dupont-la-porte-facility-toxic-chemical-release-,C-001,hardware_barrier,prevention,Process Control,ineffective,unknown,CSB,csb,1,1,1,1,2,2,0,1,1,1,0,0,0,0,0,0,0,0,1,1,not_installed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
enterprise-pascagoula-gas-plant-explosion-and-fire-,C-001,hardware_barrier,prevention,Structural Integrity,degraded,other,CSB,csb,2,1,1,2,3,2,0,5,2,1,0,1,1,1,0,0,1,0,0,1,degraded,engineering,1st,0,0,mechanical_integrity,1
enterprise-pascagoula-gas-plant-explosion-and-fire-,C-003,hardware_barrier,prevention,Alarm and Operator Response,degraded,detect,CSB,csb,3,2,2,2,3,2,0,5,3,1,0,1,1,1,0,0,1,0,0,1,degraded,engineering,2nd,0,0,detection_monitoring_alarms,1
exxonmobil-baton-rouge-refinery-chemical-release-and-fire,C-001,hardware_barrier,prevention,Process Control,ineffective,other,CSB,csb,3,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,not_installed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
foundation-food-group-fatal-chemical-release-,C-001,hardware_barrier,prevention,Alarm and Operator Response,ineffective,control,CSB,csb,3,1,1,2,3,2,0,3,3,0,1,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,detection_monitoring_alarms,1
foundation-food-group-fatal-chemical-release-,C-002,hardware_barrier,prevention,Process Control,ineffective,contain,CSB,csb,2,1,1,2,3,2,0,3,3,0,1,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
freedom-industries-chemical-release-,C-002,hardware_barrier,prevention,Process Containment,ineffective,contain,CSB,csb,2,2,2,2,1,1,0,2,1,0,0,1,1,1,0,0,1,0,1,0,failed,engineering,2nd,0,0,fluid_discharge_and_containment,1
freedom-industries-chemical-release-,C-003,hardware_barrier,prevention,Alarm and Operator Response,ineffective,detect,CSB,csb,1,1,1,2,1,1,0,2,6,0,0,1,1,0,0,0,0,0,1,1,not_installed,engineering,1st,0,0,detection_monitoring_alarms,1
honeywell-geismar-chlorine-and-hydrogen-fluoride-releases,C-002,hardware_barrier,prevention,Structural Integrity,ineffective,other,CSB,csb,1,1,1,1,2,3,1,2,2,0,0,0,1,1,1,1,1,1,1,0,not_installed,engineering,1st,0,0,mechanical_integrity,1
horsehead-holding-company-fatal-explosion-and-fire,C-001,hardware_barrier,prevention,Process Containment,ineffective,prevent,CSB,csb,4,1,1,2,2,3,0,2,2,0,0,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,fluid_discharge_and_containment,1
horsehead-holding-company-fatal-explosion-and-fire,C-003,hardware_barrier,prevention,Process Control,ineffective,other,CSB,csb,3,1,1,2,2,3,0,2,2,0,0,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
intercontinental-terminals-company-itc-tank-fire,C-002,hardware_barrier,prevention,Alarm and Operator Response,ineffective,detect,CSB,csb,5,2,1,2,4,4,0,3,4,1,0,0,1,0,0,0,0,0,1,1,not_installed,engineering,2nd,0,0,detection_monitoring_alarms,1
intercontinental-terminals-company-itc-tank-fire,C-006,hardware_barrier,prevention,Alarm and Operator Response,degraded,detect,CSB,csb,4,2,1,2,4,4,0,3,4,1,0,0,1,1,0,0,1,0,0,1,degraded,engineering,2nd,0,0,detection_monitoring_alarms,1
kmco-llc-fatal-fire-and-explosion-,C-001,hardware_barrier,prevention,Structural Integrity,ineffective,protect,CSB,csb,3,1,1,3,4,1,0,3,3,0,0,1,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,mechanical_integrity,1
kmco-llc-fatal-fire-and-explosion-,C-002,hardware_barrier,prevention,Process Containment,degraded,pressure_relief,CSB,csb,2,1,1,3,4,1,0,3,3,0,0,1,1,0,0,0,0,0,0,0,degraded,engineering,1st,0,0,fluid_discharge_and_containment,1
kmco-llc-fatal-fire-and-explosion-,C-003,hardware_barrier,prevention,Structural Integrity,ineffective,protect,CSB,csb,2,1,1,3,4,1,0,3,3,0,0,1,1,0,0,0,0,0,1,1,not_installed,engineering,1st,0,0,mechanical_integrity,1
kuraray-pasadena-release-and-fire,C-001,hardware_barrier,prevention,Process Control,degraded,protect,CSB,csb,2,3,2,4,0,3,3,1,1,0,0,0,1,0,0,0,0,0,0,0,degraded,engineering,3rd,0,0,overpressurization_gas_discharge_gas_isolation,1
kuraray-pasadena-release-and-fire,C-002,hardware_barrier,prevention,Alarm and Operator Response,effective,detect,CSB,csb,2,2,1,4,0,3,3,1,1,0,0,0,1,1,1,0,1,1,0,1,active,engineering,2nd,0,0,detection_monitoring_alarms,1
kuraray-pasadena-release-and-fire,C-003,hardware_barrier,prevention,Process Control,degraded,control,CSB,csb,2,2,1,4,0,3,3,1,1,0,0,0,1,1,1,0,1,1,0,1,degraded,engineering,2nd,0,0,overpressurization_gas_discharge_gas_isolation,1
kuraray-pasadena-release-and-fire,C-004,hardware_barrier,prevention,Process Control,ineffective,isolate_shutdown,CSB,csb,2,2,1,4,0,3,3,1,1,0,0,0,1,1,1,0,1,1,1,0,bypassed,engineering,2nd,0,0,overpressurization_gas_discharge_gas_isolation,1
loy-lange-box-company-pressure-vessel-explosion-,C-001,hardware_barrier,prevention,Structural Integrity,ineffective,other,CSB,csb,2,1,1,1,1,1,1,1,2,0,0,0,1,1,1,0,1,1,1,0,failed,engineering,1st,0,0,mechanical_integrity,1
marathon-martinez-renewable-fuels-fire-,C-001,hardware_barrier,prevention,Alarm and Operator Response,ineffective,detect,CSB,csb,2,1,1,6,1,6,2,5,2,1,1,1,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,detection_monitoring_alarms,1
marathon-martinez-renewable-fuels-fire-,C-002,hardware_barrier,prevention,Alarm and Operator Response,ineffective,alert_alarm,CSB,csb,2,2,2,6,1,6,2,5,4,1,1,1,1,1,0,0,1,0,1,0,not_installed,engineering,2nd,0,0,detection_monitoring_alarms,1
marathon-martinez-renewable-fuels-fire-,C-003,hardware_barrier,prevention,Alarm and Operator Response,ineffective,detect,CSB,csb,2,2,2,6,1,6,2,5,4,1,1,1,1,1,0,0,1,0,1,0,not_installed,engineering,2nd,0,0,detection_monitoring_alarms,1
marathon-martinez-renewable-fuels-fire-,C-004,hardware_barrier,prevention,Alarm and Operator Response,ineffective,detect,CSB,csb,2,2,2,6,1,6,2,5,4,1,1,1,1,1,0,0,1,0,1,0,not_installed,engineering,2nd,0,0,detection_monitoring_alarms,1
marathon-martinez-renewable-fuels-fire-,C-006,hardware_barrier,prevention,Alarm and Operator Response,degraded,verify_inspect,CSB,csb,2,1,1,6,1,6,2,5,2,1,1,1,1,1,1,1,1,1,0,1,degraded,engineering,1st,0,0,detection_monitoring_alarms,1
marathon-martinez-renewable-fuels-fire-,C-012,hardware_barrier,prevention,Structural Integrity,ineffective,other,CSB,csb,1,1,1,6,1,6,2,5,2,1,1,1,1,1,0,0,1,0,1,0,not_installed,engineering,1st,0,0,mechanical_integrity,1
